,Click to star the Github Repo,,,,,,,Connect/Follow on LinkedIn,,,,Last updated:,2022-06-22 12:30 (GMT),
Q. No.,Name / Link,"Likes
(L)","Dislikes
(D)","Reactions
(L+D)","L/D
Ratio","Acceptance
Rate",Category,Topic Tags,Difficulty,Free?,"Has
Solution?","Has Video
Solution?","Total
Accepted","Total
Submitted"
1499,Max Value of Equation,871,33,904,26.39,46.7%,Algorithms,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue, ",Hard,TRUE,FALSE,FALSE,31574,67614
777,Swap Adjacent in LR String,874,742,1616,1.18,36.61%,Algorithms,"Two Pointers, String, ",Medium,TRUE,FALSE,FALSE,58140,158817
1654,Minimum Jumps to Reach Home,877,177,1054,4.95,27.66%,Algorithms,"Array, Dynamic Programming, Breadth-First Search, ",Medium,TRUE,FALSE,FALSE,24022,86862
1057,Campus Bikes,863,160,1023,5.39,57.94%,Algorithms,"Array, Greedy, Sorting, ",Medium,FALSE,TRUE,FALSE,61281,105769
186,Reverse Words in a String II,867,129,996,6.72,51.44%,Algorithms,"Two Pointers, String, ",Medium,FALSE,TRUE,FALSE,136102,264564
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,867,612,1479,1.42,87.78%,Algorithms,"String, Greedy, ",Medium,TRUE,TRUE,FALSE,82090,93516
805,Split Array With Same Average,865,118,983,7.33,26.29%,Algorithms,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,26178,99561
1944,Number of Visible People in a Queue,874,20,894,43.7,70%,Algorithms,"Array, Stack, Monotonic Stack, ",Hard,TRUE,FALSE,FALSE,21495,30708
428,Serialize and Deserialize N-ary Tree,863,50,913,17.26,64.64%,Algorithms,"String, Tree, Depth-First Search, Breadth-First Search, ",Hard,FALSE,TRUE,FALSE,67575,104540
1042,Flower Planting With No Adjacent,864,660,1524,1.31,50.02%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, ",Medium,TRUE,FALSE,FALSE,56850,113648
1570,Dot Product of Two Sparse Vectors,864,115,979,7.51,90.26%,Algorithms,"Array, Hash Table, Two Pointers, Design, ",Medium,FALSE,TRUE,FALSE,154463,171136
397,Integer Replacement,859,432,1291,1.99,34.8%,Algorithms,"Dynamic Programming, Greedy, Bit Manipulation, Memoization, ",Medium,TRUE,FALSE,FALSE,83807,240842
1963,Minimum Number of Swaps to Make the String Balanced,865,34,899,25.44,67.75%,Algorithms,"Two Pointers, String, Stack, Greedy, ",Medium,TRUE,FALSE,FALSE,29617,43716
1608,Special Array With X Elements Greater Than or Equal X,870,138,1008,6.3,60.47%,Algorithms,"Array, Binary Search, Sorting, ",Easy,TRUE,FALSE,FALSE,44279,73226
842,Split Array into Fibonacci Sequence,853,258,1111,3.31,37.84%,Algorithms,"String, Backtracking, ",Medium,TRUE,TRUE,FALSE,31269,82638
1424,Diagonal Traverse II,858,79,937,10.86,50.11%,Algorithms,"Array, Sorting, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,42171,84164
823,Binary Trees With Factors,856,105,961,8.15,43.67%,Algorithms,"Array, Hash Table, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,37225,85245
1168,Optimize Water Distribution in a Village,856,33,889,25.94,64.17%,Algorithms,"Union Find, Graph, Minimum Spanning Tree, ",Hard,FALSE,TRUE,FALSE,32389,50475
1626,Best Team With No Conflicts,857,29,886,29.55,40.9%,Algorithms,"Array, Dynamic Programming, Sorting, ",Medium,TRUE,FALSE,FALSE,19372,47361
1486,XOR Operation in an Array,853,291,1144,2.93,84.11%,Algorithms,"Math, Bit Manipulation, ",Easy,TRUE,FALSE,FALSE,125166,148818
854,K-Similar Strings,849,48,897,17.69,39.32%,Algorithms,"String, Breadth-First Search, ",Hard,TRUE,FALSE,FALSE,33968,86385
1662,Check If Two String Arrays are Equivalent,852,113,965,7.54,81.91%,Algorithms,"Array, String, ",Easy,TRUE,FALSE,FALSE,149942,183053
1462,Course Schedule IV,857,46,903,18.63,48.16%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, Topological Sort, ",Medium,TRUE,FALSE,FALSE,33167,68869
528,Random Pick with Weight,859,365,1224,2.35,46.17%,Algorithms,"Math, Binary Search, Prefix Sum, Randomized, ",Medium,TRUE,TRUE,FALSE,311090,673751
1055,Shortest Way to Form String,851,50,901,17.02,58.42%,Algorithms,"String, Dynamic Programming, Greedy, ",Medium,FALSE,FALSE,FALSE,59779,102322
995,Minimum Number of K Consecutive Bit Flips,851,52,903,16.37,51%,Algorithms,"Array, Bit Manipulation, Sliding Window, Prefix Sum, ",Hard,TRUE,FALSE,FALSE,26662,52278
1856,Maximum Subarray Min-Product,847,54,901,15.69,36.4%,Algorithms,"Array, Stack, Monotonic Stack, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,14214,39048
1366,Rank Teams by Votes,853,89,942,9.58,58.51%,Algorithms,"Array, Hash Table, String, Sorting, Counting, ",Medium,TRUE,FALSE,FALSE,39812,68044
1551,Minimum Operations to Make Array Equal,850,143,993,5.94,80.95%,Algorithms,"Math, ",Medium,TRUE,TRUE,FALSE,67561,83463
365,Water and Jug Problem,851,1178,2029,0.72,35.2%,Algorithms,"Math, Depth-First Search, Breadth-First Search, ",Medium,TRUE,FALSE,FALSE,65737,186765
1700,Number of Students Unable to Eat Lunch,846,52,898,16.27,67.67%,Algorithms,"Array, Stack, Queue, Simulation, ",Easy,TRUE,FALSE,FALSE,42094,62210
1425,Constrained Subsequence Sum,844,35,879,24.11,46.91%,Algorithms,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue, ",Hard,TRUE,FALSE,FALSE,19321,41188
839,Similar String Groups,841,170,1011,4.95,46.22%,Algorithms,"Array, String, Depth-First Search, Breadth-First Search, Union Find, ",Hard,TRUE,FALSE,FALSE,53964,116754
1762,Buildings With an Ocean View,843,113,956,7.46,79.71%,Algorithms,"Array, Stack, Monotonic Stack, ",Medium,FALSE,TRUE,FALSE,116316,145921
609,Find Duplicate File in System,834,935,1769,0.89,63.87%,Algorithms,"Array, Hash Table, String, ",Medium,TRUE,TRUE,FALSE,97215,152213
932,Beautiful Array,834,1239,2073,0.67,64.9%,Algorithms,"Array, Math, Divide and Conquer, ",Medium,TRUE,TRUE,FALSE,36524,56280
803,Bricks Falling When Hit,831,171,1002,4.86,34.01%,Algorithms,"Array, Union Find, Matrix, ",Hard,TRUE,TRUE,FALSE,25430,74764
1732,Find the Highest Altitude,831,85,916,9.78,78.83%,Algorithms,"Array, Prefix Sum, ",Easy,TRUE,FALSE,FALSE,76214,96679
1863,Sum of All Subset XOR Totals,828,83,911,9.98,78.63%,Algorithms,"Array, Math, Backtracking, Bit Manipulation, Combinatorics, ",Easy,TRUE,FALSE,FALSE,35977,45752
502,IPO,829,74,903,11.2,44.33%,Algorithms,"Array, Greedy, Sorting, Heap (Priority Queue), ",Hard,TRUE,TRUE,FALSE,33780,76206
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,824,69,893,11.94,52.77%,Algorithms,"Array, Binary Search, Matrix, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,25440,48208
1720,Decode XORed Array,819,147,966,5.57,85.88%,Algorithms,"Array, Bit Manipulation, ",Easy,TRUE,FALSE,FALSE,75444,87851
1153,String Transforms Into Another String,812,313,1125,2.59,35.42%,Algorithms,"Hash Table, String, ",Hard,FALSE,TRUE,FALSE,48371,136580
158,Read N Characters Given read4 II - Call Multiple Times,811,1680,2491,0.48,41.09%,Algorithms,"String, Simulation, Interactive, ",Hard,FALSE,FALSE,FALSE,168034,408990
384,Shuffle an Array,816,686,1502,1.19,57.21%,Algorithms,"Array, Math, Randomized, ",Medium,TRUE,TRUE,FALSE,267234,467125
1832,Check if the Sentence Is Pangram,818,21,839,38.95,81.38%,Algorithms,"Hash Table, String, ",Easy,TRUE,FALSE,FALSE,90535,111244
1706,Where Will the Ball Fall,831,62,893,13.4,66.72%,Algorithms,"Array, Dynamic Programming, Depth-First Search, Matrix, Simulation, ",Medium,TRUE,FALSE,FALSE,29614,44384
1671,Minimum Number of Removals to Make Mountain Array,831,11,842,75.55,42.97%,Algorithms,"Array, Binary Search, Dynamic Programming, Greedy, ",Hard,TRUE,FALSE,FALSE,14598,33971
1524,Number of Sub-arrays With Odd Sum,811,39,850,20.79,43.38%,Algorithms,"Array, Math, Dynamic Programming, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,24570,56646
2115,Find All Possible Recipes from Given Supplies,832,52,884,16,46.32%,Algorithms,"Array, Hash Table, String, Graph, Topological Sort, ",Medium,TRUE,FALSE,FALSE,35543,76727
1300,Sum of Mutated Array Closest to Target,807,97,904,8.32,43.05%,Algorithms,"Array, Binary Search, Sorting, ",Medium,TRUE,FALSE,FALSE,26584,61752
2035,Partition Array Into Two Arrays to Minimize Sum Difference,840,51,891,16.47,19.91%,Algorithms,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask, ",Hard,TRUE,FALSE,FALSE,6548,32890
1099,Two Sum Less Than K,804,90,894,8.93,60.51%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, ",Easy,FALSE,TRUE,TRUE,93259,154124
1201,Ugly Number III,808,410,1218,1.97,28.33%,Algorithms,"Math, Binary Search, Number Theory, ",Medium,TRUE,FALSE,FALSE,21263,75056
1234,Replace the Substring for Balanced String,807,160,967,5.04,36.5%,Algorithms,"String, Sliding Window, ",Medium,TRUE,FALSE,FALSE,23581,64602
361,Bomb Enemy,799,94,893,8.5,50.31%,Algorithms,"Array, Dynamic Programming, Matrix, ",Medium,FALSE,TRUE,FALSE,66848,132869
919,Complete Binary Tree Inserter,798,82,880,9.73,64.38%,Algorithms,"Tree, Breadth-First Search, Design, Binary Tree, ",Medium,TRUE,TRUE,FALSE,39799,61822
850,Rectangle Area II,800,52,852,15.38,53.4%,Algorithms,"Array, Segment Tree, Line Sweep, Ordered Set, ",Hard,TRUE,TRUE,FALSE,29857,55912
1361,Validate Binary Tree Nodes,800,265,1065,3.02,41.05%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Union Find, Graph, Binary Tree, ",Medium,TRUE,FALSE,FALSE,36094,87919
390,Elimination Game,806,521,1327,1.55,46.38%,Algorithms,"Math, Recursion, ",Medium,TRUE,FALSE,FALSE,46505,100275
1411,Number of Ways to Paint N × 3 Grid,796,40,836,19.9,61.96%,Algorithms,"Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,25397,40988
864,Shortest Path to Get All Keys,799,30,829,26.63,45.05%,Algorithms,"Bit Manipulation, Breadth-First Search, ",Hard,TRUE,FALSE,FALSE,24578,54555
163,Missing Ranges,793,2555,3348,0.31,31.47%,Algorithms,"Array, ",Easy,FALSE,TRUE,TRUE,173684,551966
247,Strobogrammatic Number II,792,205,997,3.86,51.16%,Algorithms,"Array, String, Recursion, ",Medium,FALSE,TRUE,FALSE,121091,236680
1748,Sum of Unique Elements,799,18,817,44.39,75.66%,Algorithms,"Array, Hash Table, Counting, ",Easy,TRUE,FALSE,FALSE,80116,105893
1320,Minimum Distance to Type a Word Using Two Fingers,792,30,822,26.4,60.13%,Algorithms,"String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,24822,41278
369,Plus One Linked List,789,40,829,19.73,60.62%,Algorithms,"Linked List, Math, ",Medium,FALSE,TRUE,TRUE,68896,113654
1523,Count Odd Numbers in an Interval Range,805,60,865,13.42,46.71%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,101972,218327
723,Candy Crush,787,371,1158,2.12,75.46%,Algorithms,"Array, Two Pointers, Matrix, Simulation, ",Medium,FALSE,TRUE,FALSE,51987,68895
1648,Sell Diminishing-Valued Colored Balls,792,303,1095,2.61,30.95%,Algorithms,"Array, Math, Binary Search, Greedy, Sorting, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,30678,99128
223,Rectangle Area,788,1026,1814,0.77,40.34%,Algorithms,"Math, Geometry, ",Medium,TRUE,FALSE,FALSE,138277,342808
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,785,20,805,39.25,46.9%,Algorithms,"Array, Hash Table, Greedy, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,20731,44202
781,Rabbits in Forest,785,499,1284,1.57,55.56%,Algorithms,"Array, Hash Table, Math, Greedy, ",Medium,TRUE,TRUE,FALSE,38087,68549
482,License Key Formatting,783,1110,1893,0.71,43.05%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,218667,507908
1770,Maximum Score from Performing Multiplication Operations,784,193,977,4.06,35.39%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,35993,101696
1313,Decompress Run-Length Encoded List,786,1098,1884,0.72,85.89%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,185415,215872
1901,Find a Peak Element II,790,60,850,13.17,53.77%,Algorithms,"Array, Binary Search, Matrix, ",Medium,TRUE,FALSE,FALSE,22609,42046
358,Rearrange String k Distance Apart,779,35,814,22.26,37.24%,Algorithms,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting, ",Hard,FALSE,FALSE,FALSE,53404,143387
786,K-th Smallest Prime Fraction,782,37,819,21.14,49.2%,Algorithms,"Array, Binary Search, Sorting, Heap (Priority Queue), ",Medium,TRUE,TRUE,FALSE,27355,55604
1492,The kth Factor of n,779,216,995,3.61,62.09%,Algorithms,"Math, ",Medium,TRUE,TRUE,FALSE,96020,154657
1653,Minimum Deletions to Make String Balanced,781,25,806,31.24,57.7%,Algorithms,"String, Dynamic Programming, Stack, ",Medium,TRUE,FALSE,FALSE,23489,40710
629,K Inverse Pairs Array,773,113,886,6.84,37.29%,Algorithms,"Dynamic Programming, ",Hard,TRUE,TRUE,FALSE,25175,67518
1884,Egg Drop With 2 Eggs and N Floors,784,65,849,12.06,70.04%,Algorithms,"Math, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,22669,32366
1678,Goal Parser Interpretation,779,65,844,11.98,85.87%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,116755,135971
1252,Cells with Odd Values in a Matrix,775,1137,1912,0.68,78.49%,Algorithms,"Array, Math, Simulation, ",Easy,TRUE,FALSE,FALSE,81417,103730
742,Closest Leaf in a Binary Tree,768,152,920,5.05,45.71%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,FALSE,TRUE,FALSE,38901,85099
933,Number of Recent Calls,765,2475,3240,0.31,73.13%,Algorithms,"Design, Queue, Data Stream, ",Easy,TRUE,TRUE,FALSE,124035,169614
1278,Palindrome Partitioning III,766,12,778,63.83,60.84%,Algorithms,"String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,19248,31640
262,Trips and Users,766,481,1247,1.59,38.06%,Database,"Database, ",Hard,TRUE,FALSE,FALSE,119624,314316
920,Number of Music Playlists,764,73,837,10.47,50.19%,Algorithms,"Math, Dynamic Programming, Combinatorics, ",Hard,TRUE,TRUE,FALSE,20030,39905
1749,Maximum Absolute Sum of Any Subarray,766,11,777,69.64,57.47%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,23247,40448
1456,Maximum Number of Vowels in a Substring of Given Length,763,39,802,19.56,57.63%,Algorithms,"String, Sliding Window, ",Medium,TRUE,FALSE,FALSE,45052,78172
1328,Break a Palindrome,762,442,1204,1.72,52.28%,Algorithms,"String, Greedy, ",Medium,TRUE,TRUE,FALSE,69794,133498
233,Number of Digit One,757,1081,1838,0.7,33.79%,Algorithms,"Math, Dynamic Programming, Recursion, ",Hard,TRUE,TRUE,FALSE,66112,195650
306,Additive Number,758,642,1400,1.18,30.65%,Algorithms,"String, Backtracking, ",Medium,TRUE,FALSE,FALSE,70612,230387
1231,Divide Chocolate,755,49,804,15.41,56.54%,Algorithms,"Array, Binary Search, ",Hard,FALSE,TRUE,FALSE,38435,67974
1460,Make Two Arrays Equal by Reversing Sub-arrays,753,112,865,6.72,72.38%,Algorithms,"Array, Hash Table, Sorting, ",Easy,TRUE,FALSE,FALSE,88892,122819
1478,Allocate Mailboxes,758,12,770,63.17,55.33%,Algorithms,"Array, Math, Dynamic Programming, Sorting, ",Hard,TRUE,FALSE,FALSE,16168,29222
291,Word Pattern II,750,61,811,12.3,46.54%,Algorithms,"Hash Table, String, Backtracking, ",Medium,FALSE,FALSE,FALSE,62307,133890
1400,Construct K Palindrome Strings,753,75,828,10.04,63.63%,Algorithms,"Hash Table, String, Greedy, Counting, ",Medium,TRUE,FALSE,FALSE,38230,60080
691,Stickers to Spell Word,752,71,823,10.59,46.68%,Algorithms,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,31329,67110
1544,Make The String Great,749,53,802,14.13,56.62%,Algorithms,"String, Stack, ",Easy,TRUE,FALSE,FALSE,50747,89625
702,Search in a Sorted Array of Unknown Size,745,36,781,20.69,71.02%,Algorithms,"Array, Binary Search, Interactive, ",Medium,FALSE,TRUE,FALSE,74019,104220
732,My Calendar III,750,150,900,5,66.85%,Algorithms,"Binary Search, Design, Segment Tree, Ordered Set, ",Hard,TRUE,TRUE,FALSE,41651,62307
1685,Sum of Absolute Differences in a Sorted Array,751,24,775,31.29,65.61%,Algorithms,"Array, Math, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,21161,32252
1136,Parallel Courses,742,21,763,35.33,61.9%,Algorithms,"Graph, Topological Sort, ",Medium,FALSE,TRUE,FALSE,44047,71161
275,H-Index II,739,1088,1827,0.68,37.16%,Algorithms,"Array, Binary Search, ",Medium,TRUE,TRUE,FALSE,161299,434103
1156,Swap For Longest Repeated Character Substring,739,69,808,10.71,45.91%,Algorithms,"String, Sliding Window, ",Medium,TRUE,FALSE,FALSE,23586,51374
1125,Smallest Sufficient Team,740,15,755,49.33,47.35%,Algorithms,"Array, Dynamic Programming, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,16479,34800
1491,Average Salary Excluding the Minimum and Maximum Salary,752,94,846,8,64.22%,Algorithms,"Array, Sorting, ",Easy,TRUE,FALSE,FALSE,118219,184088
683,K Empty Slots,733,663,1396,1.11,36.78%,Algorithms,"Array, Binary Indexed Tree, Sliding Window, Ordered Set, ",Hard,FALSE,FALSE,FALSE,56829,154506
1375,Number of Times Binary String Is Prefix-Aligned,733,113,846,6.49,65.7%,Algorithms,"Array, ",Medium,TRUE,FALSE,FALSE,40837,62162
267,Palindrome Permutation II,735,85,820,8.65,39.97%,Algorithms,"Hash Table, String, Backtracking, ",Medium,FALSE,TRUE,FALSE,56014,140125
909,Snakes and Ladders,748,199,947,3.76,40.64%,Algorithms,"Array, Breadth-First Search, Matrix, ",Medium,TRUE,FALSE,FALSE,77871,191620
1615,Maximal Network Rank,743,136,879,5.46,57.41%,Algorithms,"Graph, ",Medium,TRUE,FALSE,FALSE,42915,74756
353,Design Snake Game,730,264,994,2.77,38.44%,Algorithms,"Array, Design, Queue, Matrix, ",Medium,FALSE,TRUE,FALSE,62138,161638
562,Longest Line of Consecutive One in Matrix,728,97,825,7.51,49.4%,Algorithms,"Array, Dynamic Programming, Matrix, ",Medium,FALSE,TRUE,FALSE,61082,123639
641,Design Circular Deque,732,59,791,12.41,57.44%,Algorithms,"Array, Linked List, Design, Queue, ",Medium,TRUE,FALSE,FALSE,44824,78041
737,Sentence Similarity II,728,43,771,16.93,48.36%,Algorithms,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, ",Medium,FALSE,TRUE,FALSE,60488,125077
817,Linked List Components,726,1805,2531,0.4,58.09%,Algorithms,"Hash Table, Linked List, ",Medium,TRUE,FALSE,FALSE,70772,121831
971,Flip Binary Tree To Match Preorder Traversal,726,242,968,3,49.88%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,35595,71361
593,Valid Square,720,763,1483,0.94,43.94%,Algorithms,"Math, Geometry, ",Medium,TRUE,TRUE,FALSE,84852,193101
1638,Count Substrings That Differ by One Character,725,263,988,2.76,71.9%,Algorithms,"Hash Table, String, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,18591,25858
911,Online Election,726,531,1257,1.37,51.75%,Algorithms,"Array, Hash Table, Binary Search, Design, ",Medium,TRUE,TRUE,FALSE,41077,79383
1103,Distribute Candies to People,717,172,889,4.17,63.79%,Algorithms,"Math, Simulation, ",Easy,TRUE,FALSE,FALSE,68307,107077
948,Bag of Tokens,720,297,1017,2.42,46.29%,Algorithms,"Array, Two Pointers, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,40149,86735
1120,Maximum Average Subtree,709,30,739,23.63,65.3%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,FALSE,TRUE,FALSE,55501,84999
1223,Dice Roll Simulation,711,176,887,4.04,48.01%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,22318,46486
1502,Can Make Arithmetic Progression From Sequence,718,45,763,15.96,69.21%,Algorithms,"Array, Sorting, ",Easy,TRUE,FALSE,FALSE,89329,129066
809,Expressive Words,709,1658,2367,0.43,46.39%,Algorithms,"Array, Two Pointers, String, ",Medium,TRUE,FALSE,FALSE,98069,211419
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,708,51,759,13.88,65.25%,Algorithms,"Greedy, ",Medium,TRUE,FALSE,FALSE,31557,48363
2006,Count Number of Pairs With Absolute Difference K,714,14,728,51,82.43%,Algorithms,"Array, Hash Table, Counting, ",Easy,TRUE,FALSE,FALSE,55892,67804
820,Short Encoding of Words,1544,600,2144,2.57,60.65%,Algorithms,"Array, Hash Table, String, Trie, ",Medium,TRUE,TRUE,FALSE,86933,143347
1392,Longest Happy Prefix,708,26,734,27.23,44.56%,Algorithms,"String, Rolling Hash, String Matching, Hash Function, ",Hard,TRUE,FALSE,FALSE,21867,49072
747,Largest Number At Least Twice of Others,708,768,1476,0.92,45.46%,Algorithms,"Array, Sorting, ",Easy,TRUE,FALSE,FALSE,164317,361430
514,Freedom Trail,703,32,735,21.97,46.44%,Algorithms,"String, Dynamic Programming, Depth-First Search, Breadth-First Search, ",Hard,TRUE,FALSE,FALSE,28114,60533
1996,The Number of Weak Characters in the Game,714,21,735,34,35.13%,Algorithms,"Array, Stack, Greedy, Sorting, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,20236,57609
1222,Queens That Can Attack the King,702,126,828,5.57,71.34%,Algorithms,"Array, Matrix, Simulation, ",Medium,TRUE,FALSE,FALSE,33022,46286
1911,Maximum Alternating Subsequence Sum,707,12,719,58.92,59.1%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,17154,29025
1640,Check Array Formation Through Concatenation,702,116,818,6.05,55.92%,Algorithms,"Array, Hash Table, ",Easy,TRUE,TRUE,FALSE,68599,122679
626,Exchange Seats,704,369,1073,1.91,69.71%,Database,"Database, ",Medium,TRUE,TRUE,FALSE,106089,152187
996,Number of Squareful Arrays,702,30,732,23.4,49.06%,Algorithms,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,26158,53313
2089,Find Target Indices After Sorting Array,713,35,748,20.37,78.08%,Algorithms,"Array, Binary Search, Sorting, ",Easy,TRUE,FALSE,FALSE,63158,80885
1603,Design Parking System,702,289,991,2.43,87.69%,Algorithms,"Design, Simulation, Counting, ",Easy,TRUE,FALSE,FALSE,125278,142860
1066,Campus Bikes II,696,60,756,11.6,54.67%,Algorithms,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Medium,FALSE,TRUE,FALSE,38903,71163
956,Tallest Billboard,701,25,726,28.04,39.9%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,13592,34063
1657,Determine if Two Strings Are Close,696,37,733,18.81,54.43%,Algorithms,"Hash Table, String, Sorting, ",Medium,TRUE,TRUE,FALSE,40565,74525
824,Goat Latin,692,1117,1809,0.62,67.66%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,144633,213767
400,Nth Digit,693,1563,2256,0.44,33.65%,Algorithms,"Math, Binary Search, ",Medium,TRUE,FALSE,FALSE,76971,228772
985,Sum of Even Numbers After Queries,691,217,908,3.18,61.05%,Algorithms,"Array, Simulation, ",Medium,TRUE,TRUE,FALSE,63820,104535
1518,Water Bottles,691,56,747,12.34,60.39%,Algorithms,"Math, Simulation, ",Easy,TRUE,FALSE,FALSE,51007,84460
927,Three Equal Parts,691,108,799,6.4,39.43%,Algorithms,"Array, Math, ",Hard,TRUE,TRUE,FALSE,26062,66096
1340,Jump Game V,693,24,717,28.88,62.31%,Algorithms,"Array, Dynamic Programming, Sorting, ",Hard,TRUE,FALSE,FALSE,19621,31489
1609,Even Odd Tree,693,42,735,16.5,53.23%,Algorithms,"Tree, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,33793,63488
468,Validate IP Address,694,2385,3079,0.29,26.3%,Algorithms,"String, ",Medium,TRUE,TRUE,FALSE,128245,487591
1690,Stone Game VII,690,127,817,5.43,58.81%,Algorithms,"Array, Math, Dynamic Programming, Game Theory, ",Medium,TRUE,TRUE,FALSE,26899,45742
1727,Largest Submatrix With Rearrangements,693,16,709,43.31,60.5%,Algorithms,"Array, Greedy, Sorting, Matrix, ",Medium,TRUE,FALSE,FALSE,12287,20309
1255,Maximum Score Words Formed by Letters,694,45,739,15.42,72.3%,Algorithms,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,22385,30960
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,691,6,697,115.17,51.63%,Algorithms,"Union Find, Graph, ",Hard,TRUE,FALSE,FALSE,13560,26263
2130,Maximum Twin Sum of a Linked List,708,25,733,28.32,82.04%,Algorithms,"Linked List, Two Pointers, Stack, ",Medium,TRUE,FALSE,FALSE,42610,51939
1561,Maximum Number of Coins You Can Get,690,94,784,7.34,78.36%,Algorithms,"Array, Math, Greedy, Sorting, Game Theory, ",Medium,TRUE,FALSE,FALSE,49099,62655
510,Inorder Successor in BST II,687,36,723,19.08,61.31%,Algorithms,"Tree, Binary Search Tree, Binary Tree, ",Medium,FALSE,TRUE,FALSE,50007,81559
1208,Get Equal Substrings Within Budget,692,44,736,15.73,46.84%,Algorithms,"String, Binary Search, Sliding Window, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,29963,63966
1415,The k-th Lexicographical String of All Happy Strings of Length n,685,18,703,38.06,71.53%,Algorithms,"String, Backtracking, ",Medium,TRUE,FALSE,FALSE,26547,37111
1553,Minimum Number of Days to Eat N Oranges,689,43,732,16.02,33.3%,Algorithms,"Dynamic Programming, Memoization, ",Hard,TRUE,FALSE,FALSE,23113,69418
717,1-bit and 2-bit Characters,682,1752,2434,0.39,46.13%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,105356,228392
1877,Minimize Maximum Pair Sum in Array,688,169,857,4.07,80.61%,Algorithms,"Array, Two Pointers, Greedy, Sorting, ",Medium,TRUE,FALSE,FALSE,51888,64371
851,Loud and Rich,685,576,1261,1.19,57.12%,Algorithms,"Array, Depth-First Search, Graph, Topological Sort, ",Medium,TRUE,TRUE,FALSE,25280,44257
1086,High Five,679,111,790,6.12,75.39%,Algorithms,"Array, Hash Table, Sorting, ",Easy,FALSE,TRUE,FALSE,84680,112329
598,Range Addition II,678,817,1495,0.83,54.79%,Algorithms,"Array, Math, ",Easy,TRUE,TRUE,FALSE,79374,144859
1855,Maximum Distance Between a Pair of Values,691,15,706,46.07,51.73%,Algorithms,"Array, Two Pointers, Binary Search, Greedy, ",Medium,TRUE,FALSE,FALSE,27783,53709
