,Click to star the Github Repo,,,,,,,Connect/Follow on LinkedIn,,,,Last updated:,2022-06-22 12:30 (GMT),
Q. No.,Name / Link,"Likes
(L)","Dislikes
(D)","Reactions
(L+D)","L/D
Ratio","Acceptance
Rate",Category,Topic Tags,Difficulty,Free?,"Has
Solution?","Has Video
Solution?","Total
Accepted","Total
Submitted"
546,Remove Boxes,1558,94,1652,16.57,47.41%,Algorithms,"Array, Dynamic Programming, Memoization, ",Hard,TRUE,TRUE,FALSE,34668,73130
419,Battleships in a Board,1564,779,2343,2.01,74.02%,Algorithms,"Array, Depth-First Search, Matrix, ",Medium,TRUE,FALSE,FALSE,154215,208354
1663,Smallest String With A Given Numeric Value,1561,50,1611,31.22,67.05%,Algorithms,"String, Greedy, ",Medium,TRUE,TRUE,FALSE,81182,121075
790,Domino and Tromino Tiling,1561,599,2160,2.61,48.05%,Algorithms,"Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,49128,102248
1207,Unique Number of Occurrences,1570,38,1608,41.32,71.83%,Algorithms,"Array, Hash Table, ",Easy,TRUE,FALSE,FALSE,135612,188784
1200,Minimum Absolute Difference,1557,60,1617,25.95,69.87%,Algorithms,"Array, Sorting, ",Easy,TRUE,TRUE,FALSE,125245,179264
1217,Minimum Cost to Move Chips to The Same Position,1550,206,1756,7.52,72.51%,Algorithms,"Array, Math, Greedy, ",Easy,TRUE,TRUE,FALSE,97841,134926
1032,Stream of Characters,1545,173,1718,8.93,51.36%,Algorithms,"Array, String, Design, Trie, Data Stream, ",Hard,TRUE,TRUE,FALSE,75813,147609
935,Knight Dialer,1552,358,1910,4.34,49.26%,Algorithms,"Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,81917,166280
576,Out of Boundary Paths,1540,182,1722,8.46,40.25%,Algorithms,"Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,65281,162195
716,Max Stack,1547,470,2017,3.29,45.27%,Algorithms,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set, ",Easy,FALSE,TRUE,FALSE,126282,278961
313,Super Ugly Number,1543,291,1834,5.3,45.88%,Algorithms,"Array, Math, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,106589,232342
773,Sliding Puzzle,1541,40,1581,38.53,63.37%,Algorithms,"Array, Breadth-First Search, Matrix, ",Hard,TRUE,FALSE,FALSE,73568,116087
1326,Minimum Number of Taps to Open to Water a Garden,1540,111,1651,13.87,47.93%,Algorithms,"Array, Dynamic Programming, Greedy, ",Hard,TRUE,FALSE,FALSE,57706,120386
1557,Minimum Number of Vertices to Reach All Nodes,1546,61,1607,25.34,79.11%,Algorithms,"Graph, ",Medium,TRUE,FALSE,FALSE,64268,81239
453,Minimum Moves to Equal Array Elements,1540,1600,3140,0.96,54.42%,Algorithms,"Array, Math, ",Medium,TRUE,TRUE,FALSE,126314,232093
853,Car Fleet,1544,422,1966,3.66,48.75%,Algorithms,"Array, Stack, Sorting, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,87418,179327
939,Minimum Area Rectangle,1516,232,1748,6.53,53.52%,Algorithms,"Array, Hash Table, Math, Geometry, Sorting, ",Medium,TRUE,FALSE,FALSE,109017,203696
491,Increasing Subsequences,1524,149,1673,10.23,51.23%,Algorithms,"Array, Hash Table, Backtracking, Bit Manipulation, ",Medium,TRUE,FALSE,FALSE,77037,150378
686,Repeated String Match,1526,905,2431,1.69,33.71%,Algorithms,"String, String Matching, ",Medium,TRUE,FALSE,FALSE,123916,367596
1567,Maximum Length of Subarray With Positive Product,1531,34,1565,45.03,43.22%,Algorithms,"Array, Dynamic Programming, Greedy, ",Medium,TRUE,FALSE,FALSE,55494,128394
87,Scramble String,1546,940,2486,1.64,35.74%,Algorithms,"String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,147563,412838
375,Guess Number Higher or Lower II,1504,1816,3320,0.83,45.67%,Algorithms,"Math, Dynamic Programming, Game Theory, ",Medium,TRUE,FALSE,FALSE,94625,207187
1325,Delete Leaves With a Given Value,1514,28,1542,54.07,74.79%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,70528,94301
89,Gray Code,1509,2296,3805,0.66,55.62%,Algorithms,"Math, Backtracking, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,236695,425526
455,Assign Cookies,1513,166,1679,9.11,50.72%,Algorithms,"Array, Greedy, Sorting, ",Easy,TRUE,FALSE,FALSE,171264,337638
1367,Linked List in Binary Tree,1511,49,1560,30.84,43%,Algorithms,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,51117,118888
633,Sum of Square Numbers,1510,476,1986,3.17,34.75%,Algorithms,"Math, Two Pointers, Binary Search, ",Medium,TRUE,TRUE,FALSE,142207,409209
1358,Number of Substrings Containing All Three Characters,1506,27,1533,55.78,62.22%,Algorithms,"Hash Table, String, Sliding Window, ",Medium,TRUE,FALSE,FALSE,38788,62341
1528,Shuffle String,1504,267,1771,5.63,85.74%,Algorithms,"Array, String, ",Easy,TRUE,FALSE,FALSE,214740,250441
917,Reverse Only Letters,1491,52,1543,28.67,61.15%,Algorithms,"Two Pointers, String, ",Easy,TRUE,TRUE,FALSE,136955,223968
263,Ugly Number,1499,1052,2551,1.42,41.83%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,304626,728248
252,Meeting Rooms,1485,73,1558,20.34,56.81%,Algorithms,"Array, Sorting, ",Easy,FALSE,TRUE,TRUE,278980,491054
1171,Remove Zero Sum Consecutive Nodes from Linked List,1477,76,1553,19.43,42.68%,Algorithms,"Hash Table, Linked List, ",Medium,TRUE,FALSE,FALSE,37052,86815
873,Length of Longest Fibonacci Subsequence,1471,53,1524,27.75,48.61%,Algorithms,"Array, Hash Table, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,48904,100609
305,Number of Islands II,1465,44,1509,33.3,39.38%,Algorithms,"Array, Union Find, ",Hard,FALSE,TRUE,FALSE,116289,295277
490,The Maze,1465,151,1616,9.7,54.95%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, ",Medium,FALSE,TRUE,FALSE,122735,223374
1283,Find the Smallest Divisor Given a Threshold,1467,154,1621,9.53,54.37%,Algorithms,"Array, Binary Search, ",Medium,TRUE,FALSE,FALSE,86623,159308
1636,Sort Array by Increasing Frequency,1480,57,1537,25.96,68.47%,Algorithms,"Array, Hash Table, Sorting, ",Easy,TRUE,FALSE,FALSE,64921,94813
1161,Maximum Level Sum of a Binary Tree,1464,59,1523,24.81,66.43%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,107330,161568
1769,Minimum Number of Operations to Move All Balls to Each Box,1465,56,1521,26.16,85.59%,Algorithms,"Array, String, ",Medium,TRUE,FALSE,FALSE,78636,91872
759,Employee Free Time,1463,93,1556,15.73,71.3%,Algorithms,"Array, Sorting, Heap (Priority Queue), ",Hard,FALSE,FALSE,FALSE,112060,157178
859,Buddy Strings,1459,925,2384,1.58,28.84%,Algorithms,"Hash Table, String, ",Easy,TRUE,TRUE,FALSE,123411,427882
828,Count Unique Characters of All Substrings of a Given String,1466,200,1666,7.33,50.17%,Algorithms,"Hash Table, String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,48085,95844
270,Closest Binary Search Tree Value,1466,87,1553,16.85,54.1%,Algorithms,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Easy,FALSE,TRUE,FALSE,258405,477672
462,Minimum Moves to Equal Array Elements II,1453,74,1527,19.64,57.26%,Algorithms,"Array, Math, Sorting, ",Medium,TRUE,TRUE,FALSE,92131,160910
836,Rectangle Overlap,1442,390,1832,3.7,43.2%,Algorithms,"Math, Geometry, ",Easy,TRUE,TRUE,FALSE,104379,241638
529,Minesweeper,1442,883,2325,1.63,64.96%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Matrix, ",Medium,TRUE,FALSE,FALSE,119756,184362
181,Employees Earning More Than Their Managers,1450,161,1611,9.01,66.94%,Database,"Database, ",Easy,TRUE,TRUE,FALSE,372687,556717
1647,Minimum Deletions to Make Character Frequencies Unique,1443,30,1473,48.1,56.41%,Algorithms,"String, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,91157,161594
299,Bulls and Cows,1432,1348,2780,1.06,47.5%,Algorithms,"Hash Table, String, Counting, ",Medium,TRUE,TRUE,FALSE,275307,579631
1260,Shift 2D Grid,1420,298,1718,4.77,68.08%,Algorithms,"Array, Matrix, Simulation, ",Easy,TRUE,TRUE,FALSE,85611,125759
975,Odd Even Jump,1412,392,1804,3.6,38.74%,Algorithms,"Array, Dynamic Programming, Stack, Monotonic Stack, Ordered Set, ",Hard,TRUE,FALSE,FALSE,61899,159755
1525,Number of Good Ways to Split a String,1415,33,1448,42.88,69.87%,Algorithms,"String, Dynamic Programming, Bit Manipulation, ",Medium,TRUE,FALSE,FALSE,73614,105355
720,Longest Word in Dictionary,1415,1331,2746,1.06,51.27%,Algorithms,"Array, Hash Table, String, Trie, Sorting, ",Medium,TRUE,TRUE,FALSE,118561,231251
1009,Complement of Base 10 Integer,1415,74,1489,19.12,62.17%,Algorithms,"Bit Manipulation, ",Easy,TRUE,TRUE,FALSE,132067,212413
606,Construct String from Binary Tree,1403,1774,3177,0.79,57.91%,Algorithms,"String, Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,132137,228159
475,Heaters,1405,1045,2450,1.34,35.58%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, ",Medium,TRUE,FALSE,FALSE,90399,254064
846,Hand of Straights,1402,118,1520,11.88,56.3%,Algorithms,"Array, Hash Table, Greedy, Sorting, ",Medium,TRUE,FALSE,FALSE,91262,162101
930,Binary Subarrays With Sum,1412,49,1461,28.82,49.38%,Algorithms,"Array, Hash Table, Sliding Window, Prefix Sum, ",Medium,TRUE,TRUE,FALSE,48318,97858
321,Create Maximum Number,1398,313,1711,4.47,28.53%,Algorithms,"Stack, Greedy, Monotonic Stack, ",Hard,TRUE,FALSE,FALSE,50402,176663
1547,Minimum Cost to Cut a Stick,1428,29,1457,49.24,55.62%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,26454,47563
446,Arithmetic Slices II - Subsequence,1377,88,1465,15.65,39.53%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,TRUE,FALSE,44461,112470
524,Longest Word in Dictionary through Deleting,1376,333,1709,4.13,50.99%,Algorithms,"Array, Two Pointers, String, Sorting, ",Medium,TRUE,TRUE,FALSE,128933,252850
1696,Jump Game VI,1373,58,1431,23.67,42.77%,Algorithms,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue, ",Medium,TRUE,TRUE,FALSE,44941,105065
1472,Design Browser History,1385,107,1492,12.94,75.21%,Algorithms,"Array, Linked List, Stack, Design, Doubly-Linked List, Data Stream, ",Medium,TRUE,FALSE,FALSE,81462,108315
339,Nested List Weight Sum,1360,310,1670,4.39,81.57%,Algorithms,"Depth-First Search, Breadth-First Search, ",Medium,FALSE,TRUE,TRUE,200026,245227
1140,Stone Game II,1366,259,1625,5.27,64.81%,Algorithms,"Array, Math, Dynamic Programming, Game Theory, ",Medium,TRUE,FALSE,FALSE,40314,62207
1920,Build Array from Permutation,1383,182,1565,7.6,91.51%,Algorithms,"Array, Simulation, ",Easy,TRUE,FALSE,FALSE,176074,192398
178,Rank Scores,1359,209,1568,6.5,58.1%,Database,"Database, ",Medium,TRUE,FALSE,FALSE,233580,402029
249,Group Shifted Strings,1354,255,1609,5.31,63.86%,Algorithms,"Array, Hash Table, String, ",Medium,FALSE,TRUE,FALSE,173374,271487
1025,Divisor Game,1361,3198,4559,0.43,66.73%,Algorithms,"Math, Dynamic Programming, Brainteaser, Game Theory, ",Easy,TRUE,FALSE,FALSE,160619,240694
730,Count Different Palindromic Subsequences,1360,75,1435,18.13,44.54%,Algorithms,"String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,27978,62812
1190,Reverse Substrings Between Each Pair of Parentheses,1347,36,1383,37.42,65.85%,Algorithms,"String, Stack, ",Medium,TRUE,FALSE,FALSE,50691,76974
965,Univalued Binary Tree,1347,56,1403,24.05,68.99%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,164653,238655
1673,Find the Most Competitive Subsequence,1355,65,1420,20.85,48.72%,Algorithms,"Array, Stack, Greedy, Monotonic Stack, ",Medium,TRUE,TRUE,FALSE,44039,90386
1838,Frequency of the Most Frequent Element,1357,29,1386,46.79,37.48%,Algorithms,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,24286,64792
370,Range Addition,1343,66,1409,20.35,69.97%,Algorithms,"Array, Prefix Sum, ",Medium,FALSE,TRUE,FALSE,72813,104063
1020,Number of Enclaves,1360,35,1395,38.86,63.5%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, ",Medium,TRUE,FALSE,FALSE,60956,95988
888,Fair Candy Swap,1342,244,1586,5.5,60.37%,Algorithms,"Array, Hash Table, Binary Search, Sorting, ",Easy,TRUE,TRUE,FALSE,84290,139614
1823,Find the Winner of the Circular Game,1358,31,1389,43.81,76.75%,Algorithms,"Array, Math, Recursion, Queue, Simulation, ",Medium,TRUE,FALSE,FALSE,51215,66731
1021,Remove Outermost Parentheses,1337,1198,2535,1.12,79.94%,Algorithms,"String, Stack, ",Easy,TRUE,FALSE,FALSE,176995,221407
978,Longest Turbulent Subarray,1329,171,1500,7.77,47.52%,Algorithms,"Array, Dynamic Programming, Sliding Window, ",Medium,TRUE,TRUE,FALSE,73249,154131
1295,Find Numbers with Even Number of Digits,1343,102,1445,13.17,77%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,449466,583741
346,Moving Average from Data Stream,1330,124,1454,10.73,76.58%,Algorithms,"Array, Design, Queue, Data Stream, ",Easy,FALSE,TRUE,FALSE,269043,351304
1071,Greatest Common Divisor of Strings,1320,264,1584,5,51.23%,Algorithms,"Math, String, ",Easy,TRUE,FALSE,FALSE,74919,146253
1060,Missing Element in Sorted Array,1321,51,1372,25.9,54.8%,Algorithms,"Array, Binary Search, ",Medium,FALSE,TRUE,FALSE,99362,181333
1338,Reduce Array Size to The Half,1317,86,1403,15.31,68.33%,Algorithms,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), ",Medium,TRUE,TRUE,FALSE,87038,127388
1129,Shortest Path with Alternating Colors,1316,65,1381,20.25,42.37%,Algorithms,"Breadth-First Search, Graph, ",Medium,TRUE,FALSE,FALSE,38044,89796
671,Second Minimum Node In a Binary Tree,1298,1545,2843,0.84,43.83%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,146139,333441
623,Add One Row to Tree,1301,175,1476,7.43,54.04%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,85187,157648
359,Logger Rate Limiter,1301,166,1467,7.84,75.17%,Algorithms,"Hash Table, Design, ",Easy,FALSE,TRUE,FALSE,234143,311504
599,Minimum Index Sum of Two Lists,1298,335,1633,3.87,52.67%,Algorithms,"Array, Hash Table, String, ",Easy,TRUE,TRUE,FALSE,156771,297667
1299,Replace Elements with Greatest Element on Right Side,1299,169,1468,7.69,74.49%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,215719,289581
914,X of a Kind in a Deck of Cards,1302,315,1617,4.13,32.74%,Algorithms,"Array, Hash Table, Math, Counting, Number Theory, ",Easy,TRUE,TRUE,FALSE,88818,271255
1105,Filling Bookcase Shelves,1298,81,1379,16.02,58.23%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,34255,58831
989,Add to Array-Form of Integer,1305,147,1452,8.88,45.58%,Algorithms,"Array, Math, ",Easy,TRUE,TRUE,FALSE,116001,254520
1510,Stone Game IV,1289,57,1346,22.61,60.72%,Algorithms,"Math, Dynamic Programming, Game Theory, ",Hard,TRUE,TRUE,FALSE,59729,98359
1335,Minimum Difficulty of a Job Schedule,1290,151,1441,8.54,56.19%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,72602,129199
386,Lexicographical Numbers,1292,117,1409,11.04,59.4%,Algorithms,"Depth-First Search, Trie, ",Medium,TRUE,FALSE,FALSE,86106,144958
952,Largest Component Size by Common Factor,1290,86,1376,15,40.26%,Algorithms,"Array, Math, Union Find, ",Hard,TRUE,TRUE,FALSE,44844,111395
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,1287,66,1353,19.5,36.94%,Algorithms,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window, ",Medium,TRUE,FALSE,FALSE,38832,105110
819,Most Common Word,1286,2610,3896,0.49,45.17%,Algorithms,"Hash Table, String, Counting, ",Easy,TRUE,TRUE,FALSE,293437,649606
1332,Remove Palindromic Subsequences,1290,1393,2683,0.93,75.91%,Algorithms,"Two Pointers, String, ",Easy,TRUE,TRUE,FALSE,106705,140572
276,Paint Fence,1281,361,1642,3.55,43.26%,Algorithms,"Dynamic Programming, ",Medium,FALSE,TRUE,FALSE,87563,202421
259,3Sum Smaller,1276,124,1400,10.29,50.42%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, ",Medium,FALSE,TRUE,FALSE,119069,236164
1339,Maximum Product of Splitted Binary Tree,1281,59,1340,21.71,43.03%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,58441,135812
1186,Maximum Subarray Sum with One Deletion,1275,47,1322,27.13,40.74%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,32957,80900
1347,Minimum Number of Steps to Make Two Strings Anagram,1278,64,1342,19.97,76.52%,Algorithms,"Hash Table, String, Counting, ",Medium,TRUE,FALSE,FALSE,94712,123777
1123,Lowest Common Ancestor of Deepest Leaves,1278,743,2021,1.72,70.26%,Algorithms,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,78024,111042
775,Global and Local Inversions,1275,317,1592,4.02,44.8%,Algorithms,"Array, Math, ",Medium,TRUE,TRUE,FALSE,58191,129888
870,Advantage Shuffle,1272,81,1353,15.7,51.36%,Algorithms,"Array, Greedy, Sorting, ",Medium,TRUE,TRUE,FALSE,54185,105492
860,Lemonade Change,1281,123,1404,10.41,52.63%,Algorithms,"Array, Greedy, ",Easy,TRUE,TRUE,FALSE,100375,190708
1095,Find in Mountain Array,1284,58,1342,22.14,35.87%,Algorithms,"Array, Binary Search, Interactive, ",Hard,TRUE,FALSE,FALSE,45785,127632
436,Find Right Interval,1272,259,1531,4.91,49.89%,Algorithms,"Array, Binary Search, Sorting, ",Medium,TRUE,TRUE,FALSE,80058,160477
1281,Subtract the Product and Sum of Digits of an Integer,1285,190,1475,6.76,86.51%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,249094,287930
1446,Consecutive Characters,1265,26,1291,48.65,61.87%,Algorithms,"String, ",Easy,TRUE,TRUE,FALSE,122933,198695
1373,Maximum Sum BST in Binary Tree,1297,131,1428,9.9,38.87%,Algorithms,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Hard,TRUE,FALSE,FALSE,35478,91282
274,H-Index,1259,1887,3146,0.67,37.8%,Algorithms,"Array, Sorting, Counting Sort, ",Medium,TRUE,TRUE,FALSE,238497,630891
804,Unique Morse Code Words,1260,1059,2319,1.19,80.13%,Algorithms,"Array, Hash Table, String, ",Easy,TRUE,TRUE,FALSE,221653,276628
957,Prison Cells After N Days,1255,1544,2799,0.81,39.3%,Algorithms,"Array, Hash Table, Math, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,143335,364705
1262,Greatest Sum Divisible by Three,1260,33,1293,38.18,50.9%,Algorithms,"Array, Dynamic Programming, Greedy, ",Medium,TRUE,FALSE,FALSE,39346,77298
727,Minimum Window Subsequence,1253,75,1328,16.71,42.85%,Algorithms,"String, Dynamic Programming, Sliding Window, ",Hard,FALSE,FALSE,FALSE,78171,182441
677,Map Sum Pairs,1259,126,1385,9.99,56.98%,Algorithms,"Hash Table, String, Design, Trie, ",Medium,TRUE,TRUE,FALSE,90671,159132
552,Student Attendance Record II,1256,213,1469,5.9,40.71%,Algorithms,"Dynamic Programming, ",Hard,TRUE,TRUE,FALSE,50179,123259
1514,Path with Maximum Probability,1255,26,1281,48.27,47.21%,Algorithms,"Graph, Heap (Priority Queue), Shortest Path, ",Medium,TRUE,FALSE,FALSE,46898,99341
843,Guess the Word,1245,1438,2683,0.87,42.75%,Algorithms,"Array, Math, String, Interactive, Game Theory, ",Hard,TRUE,FALSE,FALSE,119668,279939
1024,Video Stitching,1247,48,1295,25.98,50.1%,Algorithms,"Array, Dynamic Programming, Greedy, ",Medium,TRUE,FALSE,FALSE,48488,96773
1552,Magnetic Force Between Two Balls,1258,81,1339,15.53,55.71%,Algorithms,"Array, Binary Search, Sorting, ",Medium,TRUE,FALSE,FALSE,29531,53004
1405,Longest Happy String,1242,193,1435,6.44,56.87%,Algorithms,"String, Greedy, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,48862,85915
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,1242,59,1301,21.05,51.77%,Algorithms,"Dynamic Programming, Graph, Shortest Path, ",Medium,TRUE,FALSE,FALSE,41669,80496
768,Max Chunks To Make Sorted II,1232,36,1268,34.22,52.25%,Algorithms,"Array, Stack, Greedy, Sorting, Monotonic Stack, ",Hard,TRUE,FALSE,FALSE,42945,82190
333,Largest BST Subtree,1228,103,1331,11.92,41.55%,Algorithms,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,FALSE,TRUE,FALSE,84698,203825
1266,Minimum Time Visiting All Points,1225,162,1387,7.56,79.16%,Algorithms,"Array, Math, Geometry, ",Easy,TRUE,FALSE,FALSE,118994,150319
1498,Number of Subsequences That Satisfy the Given Sum Condition,1246,119,1365,10.47,39.06%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, ",Medium,TRUE,FALSE,FALSE,31107,79646
915,Partition Array into Disjoint Intervals,1219,62,1281,19.66,48.46%,Algorithms,"Array, ",Medium,TRUE,TRUE,FALSE,67427,139136
1197,Minimum Knight Moves,1221,351,1572,3.48,39.92%,Algorithms,"Breadth-First Search, ",Medium,FALSE,TRUE,FALSE,119097,298352
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,1217,1531,2748,0.79,87.32%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,154343,176746
679,24 Game,1208,223,1431,5.42,48.87%,Algorithms,"Array, Math, Backtracking, ",Hard,TRUE,TRUE,FALSE,64766,132514
1572,Matrix Diagonal Sum,1221,22,1243,55.5,79.35%,Algorithms,"Array, Matrix, ",Easy,TRUE,FALSE,FALSE,115006,144940
149,Max Points on a Line,1214,201,1415,6.04,20.88%,Algorithms,"Array, Hash Table, Math, Geometry, ",Hard,TRUE,TRUE,FALSE,237463,1137292
1381,Design a Stack With Increment Operation,1198,69,1267,17.36,77.19%,Algorithms,"Array, Stack, Design, ",Medium,TRUE,FALSE,FALSE,72011,93288
1052,Grumpy Bookstore Owner,1200,100,1300,12,56.78%,Algorithms,"Array, Sliding Window, ",Medium,TRUE,FALSE,FALSE,54429,95854
962,Maximum Width Ramp,1190,37,1227,32.16,48.44%,Algorithms,"Array, Stack, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,34233,70676
